Info;Data;tick
Vol $ méd (2m);3.975;NORD3
Valor de mercado;41.315.000;NORD3
Últ balanço processado;31/03/2023;NORD3
Valor da firma;79.252.000;NORD3
Nro. Ações;6.621.000;NORD3
Dia;0,00%;NORD3
P/L;-5,30;NORD3
LPA;-1,18;NORD3
Mês;-7,56%;NORD3
P/VP;-0,27;NORD3
VPA;-23,55;NORD3
30 dias;-0,48%;NORD3
P/EBIT;119,06;NORD3
Marg. Bruta;91,7%;NORD3
12 meses;-5,60%;NORD3
PSR;23,26;NORD3
Marg. EBIT;19,5%;NORD3
2023;-6,17%;NORD3
P/Ativos;2,26;NORD3
Marg. Líquida;438,9%;NORD3
2022;-47,64%;NORD3
P/Cap. Giro;0,26;NORD3
EBIT / Ativo;-1,9%;NORD3
2021;101,91%;NORD3
P/Ativ Circ Liq;0,24;NORD3
ROIC;1,9%;NORD3
2020;30,77%;NORD3
Div. Yield;0,0%;NORD3
ROE;5,0%;NORD3
2019;251,10%;NORD3
EV / EBITDA;228,39;NORD3
Liquidez Corr;0,01;NORD3
2018;-54,33%;NORD3
EV / EBIT;228,39;NORD3
Div Br/ Patrim;0,24;NORD3
Cres. Rec (5a);13,2%;NORD3
Giro Ativos;0,10;NORD3
Ativo;18.254.000;NORD3
Dív. Bruta;37.948.000;NORD3
Disponibilidades;11.000;NORD3
Dív. Líquida;37.937.000;NORD3
Ativo Circulante;1.211.000;NORD3
Patrim. Líq;-155.899.000;NORD3
Relatorio 12 meses Lucro Líquido;-7.794.000;NORD3
Relatorio 3 meses Lucro Líquido;-380.000;NORD3
Relatorio 12 meses EBIT;-347.000;NORD3
Relatorio 3 meses EBIT;-145.000;NORD3
Relatorio 12 meses Receita Líquida;1.776.000;NORD3
Relatorio 3 meses Receita Líquida;519.000;NORD3
Papel;NTCO3;NTCO3
Cotação;15,93;NTCO3
Tipo;ON NM;NTCO3
Data últ cot;19/07/2023;NTCO3
Empresa;GRUPO NATURA ON NM;NTCO3
Min 52 sem;9,91;NTCO3
Setor;Produtos de Uso Pessoal e de Limpeza;NTCO3
Max 52 sem;18,28;NTCO3
Subsetor;Produtos de Uso Pessoal;NTCO3
Vol $ méd (2m);223.220.000;NTCO3
Valor de mercado;22.033.600.000;NTCO3
Últ balanço processado;31/03/2023;NTCO3
Valor da firma;31.476.600.000;NTCO3
Nro. Ações;1.383.150.000;NTCO3
Dia;2,18%;NTCO3
P/L;-7,68;NTCO3
LPA;-2,07;NTCO3
Mês;-5,35%;NTCO3
P/VP;1,00;NTCO3
VPA;15,91;NTCO3
30 dias;-3,22%;NTCO3
P/EBIT;18,68;NTCO3
Marg. Bruta;64,1%;NTCO3
12 meses;2,71%;NTCO3
PSR;0,62;NTCO3
Marg. EBIT;3,3%;NTCO3
2023;37,21%;NTCO3
P/Ativos;0,41;NTCO3
Marg. Líquida;8,1%;NTCO3
2022;-54,06%;NTCO3
P/Cap. Giro;6,75;NTCO3
EBIT / Ativo;2,2%;NTCO3
2021;-51,56%;NTCO3
P/Ativ Circ Liq;1,49;NTCO3
ROIC;2,7%;NTCO3
2020;35,46%;NTCO3
Div. Yield;0,0%;NTCO3
ROE;13,0%;NTCO3
2019;5,20%;NTCO3
EV / EBITDA;8,45;NTCO3
Liquidez Corr;1,25;NTCO3
2018;0,00%;NTCO3
EV / EBIT;26,69;NTCO3
Div Br/ Patrim;0,60;NTCO3
Cres. Rec (5a);4,5%;NTCO3
Giro Ativos;0,67;NTCO3
Ativo;53.192.400.000;NTCO3
Dív. Bruta;13.254.900.000;NTCO3
Disponibilidades;3.811.980.000;NTCO3
Dív. Líquida;9.442.970.000;NTCO3
Ativo Circulante;16.367.900.000;NTCO3
Patrim. Líq;22.007.700.000;NTCO3
Relatorio 12 meses Lucro Líquido;-2.868.970.000;NTCO3
Relatorio 3 meses Lucro Líquido;-652.428.000;NTCO3
Relatorio 12 meses EBIT;1.179.290.000;NTCO3
Relatorio 3 meses EBIT;339.718.000;NTCO3
Relatorio 12 meses Receita Líquida;35.416.500.000;NTCO3
Relatorio 3 meses Receita Líquida;7.320.160.000;NTCO3
Papel;NUTR3;NUTR3
Cotação;4,45;NUTR3
Tipo;ON;NUTR3
Data últ cot;19/07/2023;NUTR3
Empresa;NUTRIPLANT ON;NUTR3
Min 52 sem;2,51;NUTR3
Setor;Químicos;NUTR3
Max 52 sem;8,00;NUTR3
Subsetor;Fertilizantes e Defensivos;NUTR3
Vol $ méd (2m);20.708;NUTR3
Valor de mercado;58.935.800;NUTR3
Últ balanço processado;31/03/2023;NUTR3
Valor da firma;66.866.800;NUTR3
Nro. Ações;13.244.000;NUTR3
Dia;4,30%;NUTR3
P/L;8,66;NUTR3
LPA;0,51;NUTR3
Mês;-7,68%;NUTR3
P/VP;1,87;NUTR3
VPA;2,39;NUTR3
30 dias;-11,35%;NUTR3
P/EBIT;6,57;NUTR3
Marg. Bruta;16,4%;NUTR3
12 meses;77,99%;NUTR3
PSR;0,35;NUTR3
Marg. EBIT;5,3%;NUTR3
2023;58,92%;NUTR3
P/Ativos;0,61;NUTR3
Marg. Líquida;4,0%;NUTR3
2022;10,67%;NUTR3
P/Cap. Giro;1,50;NUTR3
EBIT / Ativo;9,3%;NUTR3
2021;14,48%;NUTR3
P/Ativ Circ Liq;69,50;NUTR3
ROIC;11,0%;NUTR3
2020;391,13%;NUTR3
Div. Yield;0,0%;NUTR3
ROE;21,5%;NUTR3
2019;50,00%;NUTR3
EV / EBITDA;6,98;NUTR3
Liquidez Corr;2,60;NUTR3
2018;-25,00%;NUTR3
EV / EBIT;7,45;NUTR3
Div Br/ Patrim;0,34;NUTR3
Cres. Rec (5a);36,1%;NUTR3
Giro Ativos;1,74;NUTR3
Ativo;96.466.000;NUTR3
Dív. Bruta;10.765.000;NUTR3
Disponibilidades;2.834.000;NUTR3
Dív. Líquida;7.931.000;NUTR3
Ativo Circulante;64.029.000;NUTR3
Patrim. Líq;31.589.000;NUTR3
Relatorio 12 meses Lucro Líquido;6.804.000;NUTR3
Relatorio 3 meses Lucro Líquido;219.000;NUTR3
Relatorio 12 meses EBIT;8.976.000;NUTR3
Relatorio 3 meses EBIT;1.137.000;NUTR3
Relatorio 12 meses Receita Líquida;168.315.000;NUTR3
Relatorio 3 meses Receita Líquida;27.787.000;NUTR3
Papel;ODER3;ODER3
Cotação;0,00;ODER3
Tipo;ON;ODER3
Data últ cot;-;ODER3
Empresa;CONSERVAS ODERICH SA ON;ODER3
Min 52 sem;0,00;ODER3
Setor;Alimentos Processados;ODER3
Max 52 sem;0,00;ODER3
Subsetor;Alimentos Diversos;ODER3
Vol $ méd (2m);0;ODER3
Valor de mercado;0;ODER3
Últ balanço processado;31/03/2023;ODER3
Valor da firma;-;ODER3
Nro. Ações;11.287.000;ODER3
Dia;0,00%;ODER3
P/L;0,00;ODER3
LPA;0,00;ODER3
Mês;0,00%;ODER3
P/VP;0,00;ODER3
VPA;0,00;ODER3
30 dias;0,00%;ODER3
P/EBIT;;ODER3
Marg. Bruta;;ODER3
12 meses;0,00%;ODER3
PSR;;ODER3
Marg. EBIT;;ODER3
1;0,00%;ODER3
P/Ativos;;ODER3
Marg. Líquida;;ODER3
P/Cap. Giro;;ODER3
EBIT / Ativo;0,0%;ODER3
-1;0,00%;ODER3
P/Ativ Circ Liq;;ODER3
ROIC;;ODER3
-2;0,00%;ODER3
Div. Yield;0,0%;ODER3
ROE;;ODER3
-3;0,00%;ODER3
EV / EBITDA;;ODER3
Liquidez Corr;;ODER3
-4;0,00%;ODER3
EV / EBIT;;ODER3
Div Br/ Patrim;;ODER3
Cres. Rec (5a);22,4%;ODER3
Giro Ativos;;ODER3
Ativo;893.514.000;ODER3
Dív. Bruta;223.103.000;ODER3
Disponibilidades;55.718.000;ODER3
Dív. Líquida;167.385.000;ODER3
Ativo Circulante;643.671.000;ODER3
Patrim. Líq;468.363.000;ODER3
Relatorio 12 meses Lucro Líquido;0;ODER3
Relatorio 3 meses Lucro Líquido;0;ODER3
Relatorio 12 meses EBIT;93.986.000;ODER3
Relatorio 3 meses EBIT;27.695.000;ODER3
Relatorio 12 meses Receita Líquida;818.395.000;ODER3
Relatorio 3 meses Receita Líquida;198.418.000;ODER3
Relatorio 12 meses ;0,00%;ODER3
Relatorio 3 meses ;;ODER3
Papel;ODER4;ODER4
Cotação;100,00;ODER4
Tipo;PN;ODER4
Data últ cot;15/05/2023;ODER4
Empresa;CONSERVAS ODERICH SA PN;ODER4
Min 52 sem;89,01;ODER4
Setor;Alimentos Processados;ODER4
Max 52 sem;100,00;ODER4
Subsetor;Alimentos Diversos;ODER4
Vol $ méd (2m);0;ODER4
Valor de mercado;1.128.700.000;ODER4
Últ balanço processado;31/03/2023;ODER4
Valor da firma;1.296.080.000;ODER4
Nro. Ações;11.287.000;ODER4
Dia;0,00%;ODER4
P/L;10,59;ODER4
LPA;9,44;ODER4
Mês;0,00%;ODER4
P/VP;2,41;ODER4
VPA;41,50;ODER4
30 dias;0,00%;ODER4
P/EBIT;12,01;ODER4
Marg. Bruta;29,7%;ODER4
12 meses;12,35%;ODER4
PSR;1,38;ODER4
Marg. EBIT;11,5%;ODER4
2023;12,35%;ODER4
P/Ativos;1,26;ODER4
Marg. Líquida;13,0%;ODER4
2022;-45,47%;ODER4
P/Cap. Giro;2,74;ODER4
EBIT / Ativo;10,5%;ODER4
2021;0,00%;ODER4
P/Ativ Circ Liq;5,17;ODER4
ROIC;11,8%;ODER4
2020;0,00%;ODER4
Div. Yield;3,2%;ODER4
ROE;22,7%;ODER4
2019;0,00%;ODER4
EV / EBITDA;12,34;ODER4
Liquidez Corr;2,77;ODER4
2018;0,00%;ODER4
EV / EBIT;13,79;ODER4
Div Br/ Patrim;0,48;ODER4
Cres. Rec (5a);22,4%;ODER4
Giro Ativos;0,92;ODER4
Ativo;893.514.000;ODER4
Dív. Bruta;223.103.000;ODER4
Disponibilidades;55.718.000;ODER4
Dív. Líquida;167.385.000;ODER4
Ativo Circulante;643.671.000;ODER4
Patrim. Líq;468.363.000;ODER4
Relatorio 12 meses Lucro Líquido;106.548.000;ODER4
Relatorio 3 meses Lucro Líquido;30.206.000;ODER4
Relatorio 12 meses EBIT;93.986.000;ODER4
Relatorio 3 meses EBIT;27.695.000;ODER4
Relatorio 12 meses Receita Líquida;818.395.000;ODER4
Relatorio 3 meses Receita Líquida;198.418.000;ODER4
Papel;ODPV3;ODPV3
Cotação;12,30;ODPV3
Tipo;ON NM;ODPV3
Data últ cot;19/07/2023;ODPV3
Empresa;ODONTOPREV ON NM;ODPV3
Min 52 sem;7,89;ODPV3
Setor;Serv.Méd.Hospit. Análises e Diagnósticos;ODPV3
Max 52 sem;13,33;ODPV3
Subsetor;Serv.Méd.Hospit. Análises e Diagnósticos;ODPV3
Vol $ méd (2m);27.702.100;ODPV3
Valor de mercado;6.795.700.000;ODPV3
Últ balanço processado;31/03/2023;ODPV3
Valor da firma;6.547.340.000;ODPV3
Nro. Ações;552.496.000;ODPV3
Dia;0,41%;ODPV3
P/L;15,79;ODPV3
LPA;0,78;ODPV3
Mês;3,20%;ODPV3
P/VP;5,56;ODPV3
VPA;2,21;ODPV3
30 dias;6,78%;ODPV3
P/EBIT;11,03;ODPV3
Marg. Bruta;53,0%;ODPV3
12 meses;32,97%;ODPV3
PSR;3,45;ODPV3
Marg. EBIT;31,3%;ODPV3
2023;39,92%;ODPV3
P/Ativos;3,32;ODPV3
Marg. Líquida;21,8%;ODPV3
2022;-18,91%;ODPV3
P/Cap. Giro;18,45;ODPV3
EBIT / Ativo;30,1%;ODPV3
2021;-10,34%;ODPV3
P/Ativ Circ Liq;13,86;ODPV3
ROIC;34,7%;ODPV3
2020;-10,56%;ODPV3
Div. Yield;3,0%;ODPV3
ROE;35,2%;ODPV3
2019;25,24%;ODPV3
EV / EBITDA;10,00;ODPV3
Liquidez Corr;0,48;ODPV3
2018;-11,77%;ODPV3
EV / EBIT;10,63;ODPV3
Div Br/ Patrim;;ODPV3
Cres. Rec (5a);3,5%;ODPV3
Giro Ativos;0,96;ODPV3
Ativo;2.048.290.000;ODPV3
Dív. Bruta;0;ODPV3
Disponibilidades;248.360.000;ODPV3
Dív. Líquida;-248.360.000;ODPV3
Ativo Circulante;336.381.000;ODPV3
Patrim. Líq;1.221.190.000;ODPV3
Relatorio 12 meses Lucro Líquido;430.434.000;ODPV3
Relatorio 3 meses Lucro Líquido;139.722.000;ODPV3
Relatorio 12 meses EBIT;616.112.000;ODPV3
Relatorio 3 meses EBIT;184.452.000;ODPV3
Relatorio 12 meses Receita Líquida;1.971.480.000;ODPV3
Relatorio 3 meses Receita Líquida;521.558.000;ODPV3
Papel;OFSA3;OFSA3
Cotação;23,45;OFSA3
Tipo;ON NM;OFSA3
Data últ cot;19/07/2023;OFSA3
Empresa;OUROFINO S/A ON NM;OFSA3
Min 52 sem;19,32;OFSA3
Setor;Medicamentos e Outros Produtos;OFSA3
Max 52 sem;27,01;OFSA3
Subsetor;Medicamentos e Outros Produtos;OFSA3
Vol $ méd (2m);249.876;OFSA3
Valor de mercado;1.265.100.000;OFSA3
Últ balanço processado;31/03/2023;OFSA3
Valor da firma;1.442.140.000;OFSA3
Nro. Ações;53.949.000;OFSA3
Dia;0,30%;OFSA3
P/L;11,37;OFSA3
LPA;2,06;OFSA3
Mês;-10,50%;OFSA3
P/VP;1,72;OFSA3
VPA;13,61;OFSA3
30 dias;-6,69%;OFSA3
P/EBIT;8,55;OFSA3
Marg. Bruta;50,2%;OFSA3
12 meses;22,01%;OFSA3
PSR;1,26;OFSA3
Marg. EBIT;14,7%;OFSA3
2023;-2,88%;OFSA3
P/Ativos;0,96;OFSA3
Marg. Líquida;11,1%;OFSA3
2022;-1,93%;OFSA3
P/Cap. Giro;2,20;OFSA3
EBIT / Ativo;11,3%;OFSA3
2021;-31,85%;OFSA3
P/Ativ Circ Liq;5,47;OFSA3
ROIC;14,6%;OFSA3
2020;-12,03%;OFSA3
Div. Yield;2,7%;OFSA3
ROE;15,2%;OFSA3
2019;28,32%;OFSA3
EV / EBITDA;7,97;OFSA3
Liquidez Corr;3,43;OFSA3
2018;45,25%;OFSA3
EV / EBIT;9,74;OFSA3
Div Br/ Patrim;0,56;OFSA3
Cres. Rec (5a);15,7%;OFSA3
Giro Ativos;0,77;OFSA3
Ativo;1.312.790.000;OFSA3
Dív. Bruta;411.615.000;OFSA3
Disponibilidades;234.581.000;OFSA3
Dív. Líquida;177.034.000;OFSA3
Ativo Circulante;809.619.000;OFSA3
Patrim. Líq;734.233.000;OFSA3
Relatorio 12 meses Lucro Líquido;111.265.000;OFSA3
Relatorio 3 meses Lucro Líquido;-3.403.000;OFSA3
Relatorio 12 meses EBIT;148.042.000;OFSA3
Relatorio 3 meses EBIT;-5.460.000;OFSA3
Relatorio 12 meses Receita Líquida;1.005.960.000;OFSA3
Relatorio 3 meses Receita Líquida;167.172.000;OFSA3
Papel;OIBR3;OIBR3
Cotação;1,03;OIBR3
Tipo;ON N1;OIBR3
Data últ cot;19/07/2023;OIBR3
Empresa;OI ON N1;OIBR3
Min 52 sem;1,00;OIBR3
Setor;Telecomunicações;OIBR3
Max 52 sem;6,50;OIBR3
Subsetor;Telecomunicações;OIBR3
Vol $ méd (2m);11.178.200;OIBR3
Valor de mercado;680.113.000;OIBR3
Últ balanço processado;31/03/2023;OIBR3
Valor da firma;21.633.700.000;OIBR3
Nro. Ações;660.304.000;OIBR3
Dia;0,98%;OIBR3
P/L;-0,03;OIBR3
LPA;-33,80;OIBR3
Mês;-0,96%;OIBR3
P/VP;-0,03;OIBR3
VPA;-35,05;OIBR3
30 dias;0,00%;OIBR3
P/EBIT;0,16;OIBR3
Marg. Bruta;3,7%;OIBR3
12 meses;-79,40%;OIBR3
PSR;0,06;OIBR3
Marg. EBIT;40,2%;OIBR3
2023;-39,42%;OIBR3
P/Ativos;0,02;OIBR3
Marg. Líquida;211,9%;OIBR3
2022;-77,63%;OIBR3
P/Cap. Giro;0,46;OIBR3
EBIT / Ativo;-14,9%;OIBR3
2021;-65,45%;OIBR3
P/Ativ Circ Liq;0,02;OIBR3
ROIC;18,3%;OIBR3
2020;157,04%;OIBR3
Div. Yield;0,0%;OIBR3
ROE;96,4%;OIBR3
2019;-31,20%;OIBR3
EV / EBITDA;32,21;OIBR3
Liquidez Corr;0,85;OIBR3
2018;-53,53%;OIBR3
EV / EBIT;5,11;OIBR3
Div Br/ Patrim;0,98;OIBR3
Cres. Rec (5a);18,4%;OIBR3
Giro Ativos;0,37;OIBR3
Ativo;28.462.600.000;OIBR3
Dív. Bruta;22.746.800.000;OIBR3
Disponibilidades;1.793.200.000;OIBR3
Dív. Líquida;20.953.600.000;OIBR3
Ativo Circulante;8.442.450.000;OIBR3
Patrim. Líq;-23.144.600.000;OIBR3
Relatorio 12 meses Lucro Líquido;-22.317.600.000;OIBR3
Relatorio 3 meses Lucro Líquido;-1.267.140.000;OIBR3
Relatorio 12 meses EBIT;-4.230.810.000;OIBR3
Relatorio 3 meses EBIT;-478.131.000;OIBR3
Relatorio 12 meses Receita Líquida;10.534.100.000;OIBR3
Relatorio 3 meses Receita Líquida;2.535.790.000;OIBR3
Papel;OIBR4;OIBR4
Cotação;2,69;OIBR4
Tipo;ON N1;OIBR4
Data últ cot;19/07/2023;OIBR4
Empresa;OI ON N1;OIBR4
Min 52 sem;2,27;OIBR4
Setor;Telecomunicações;OIBR4
Max 52 sem;12,20;OIBR4
Subsetor;Telecomunicações;OIBR4
Vol $ méd (2m);218.549;OIBR4
Valor de mercado;1.776.220.000;OIBR4
Últ balanço processado;31/03/2023;OIBR4
Valor da firma;22.729.800.000;OIBR4
Nro. Ações;660.304.000;OIBR4
Dia;8,03%;OIBR4
P/L;-0,08;OIBR4
LPA;-33,80;OIBR4
Mês;12,55%;OIBR4
P/VP;-0,08;OIBR4
VPA;-35,05;OIBR4
30 dias;14,96%;OIBR4
P/EBIT;0,42;OIBR4
Marg. Bruta;3,7%;OIBR4
12 meses;-73,36%;OIBR4
PSR;0,17;OIBR4
Marg. EBIT;40,2%;OIBR4
2023;-47,25%;OIBR4
P/Ativos;0,06;OIBR4
Marg. Líquida;211,9%;OIBR4
2022;-60,16%;OIBR4
P/Cap. Giro;1,21;OIBR4
EBIT / Ativo;-14,9%;OIBR4
2021;-54,61%;OIBR4
P/Ativ Circ Liq;0,04;OIBR4
ROIC;18,3%;OIBR4
2020;130,11%;OIBR4
Div. Yield;0,0%;OIBR4
ROE;96,4%;OIBR4
2019;-2,38%;OIBR4
EV / EBITDA;33,84;OIBR4
Liquidez Corr;0,85;OIBR4
2018;-49,60%;OIBR4
EV / EBIT;5,37;OIBR4
Div Br/ Patrim;0,98;OIBR4
Cres. Rec (5a);18,4%;OIBR4
Giro Ativos;0,37;OIBR4
Ativo;28.462.600.000;OIBR4
Dív. Bruta;22.746.800.000;OIBR4
Disponibilidades;1.793.200.000;OIBR4
Dív. Líquida;20.953.600.000;OIBR4
Ativo Circulante;8.442.450.000;OIBR4
Patrim. Líq;-23.144.600.000;OIBR4
Relatorio 12 meses Lucro Líquido;-22.317.600.000;OIBR4
Relatorio 3 meses Lucro Líquido;-1.267.140.000;OIBR4
Relatorio 12 meses EBIT;-4.230.810.000;OIBR4
Relatorio 3 meses EBIT;-478.131.000;OIBR4
Relatorio 12 meses Receita Líquida;10.534.100.000;OIBR4
Relatorio 3 meses Receita Líquida;2.535.790.000;OIBR4
Papel;ONCO3;ONCO3
Cotação;10,23;ONCO3
Tipo;ON NM;ONCO3
Data últ cot;19/07/2023;ONCO3
Empresa;ONCOCLINICAS ON NM;ONCO3
Min 52 sem;5,12;ONCO3
Setor;Serv.Méd.Hospit. Análises e Diagnósticos;ONCO3
Max 52 sem;11,80;ONCO3
Subsetor;Serv.Méd.Hospit. Análises e Diagnósticos;ONCO3
Vol $ méd (2m);33.781.900;ONCO3
Valor de mercado;5.396.140.000;ONCO3
Últ balanço processado;31/03/2023;ONCO3
Valor da firma;8.469.520.000;ONCO3
Nro. Ações;527.482.000;ONCO3
Dia;1,49%;ONCO3
P/L;59,01;ONCO3
LPA;0,17;ONCO3
Mês;6,23%;ONCO3
P/VP;2,67;ONCO3
VPA;3,83;ONCO3
30 dias;-13,31%;ONCO3
P/EBIT;9,00;ONCO3
Marg. Bruta;36,1%;ONCO3
12 meses;105,84%;ONCO3
PSR;1,18;ONCO3
Marg. EBIT;13,1%;ONCO3
2023;69,65%;ONCO3
P/Ativos;0,65;ONCO3
Marg. Líquida;3,7%;ONCO3
2022;-46,40%;ONCO3
P/Cap. Giro;4,69;ONCO3
EBIT / Ativo;7,3%;ONCO3
2021;-41,13%;ONCO3
P/Ativ Circ Liq;1,84;ONCO3
ROIC;8,6%;ONCO3
2020;0,00%;ONCO3
Div. Yield;0,0%;ONCO3
ROE;4,5%;ONCO3
2019;0,00%;ONCO3
EV / EBITDA;10,59;ONCO3
Liquidez Corr;1,71;ONCO3
2018;0,00%;ONCO3
EV / EBIT;14,12;ONCO3
Div Br/ Patrim;1,90;ONCO3
Cres. Rec (5a);58,0%;ONCO3
Giro Ativos;0,55;ONCO3
Ativo;8.267.260.000;ONCO3
Dív. Bruta;3.846.030.000;ONCO3
Disponibilidades;772.638.000;ONCO3
Dív. Líquida;3.073.390.000;ONCO3
Ativo Circulante;2.778.960.000;ONCO3
Patrim. Líq;2.022.040.000;ONCO3
Relatorio 12 meses Lucro Líquido;91.437.000;ONCO3
Relatorio 3 meses Lucro Líquido;22.184.000;ONCO3
Relatorio 12 meses EBIT;599.671.000;ONCO3
Relatorio 3 meses EBIT;199.308.000;ONCO3
Relatorio 12 meses Receita Líquida;4.573.760.000;ONCO3
Relatorio 3 meses Receita Líquida;1.293.460.000;ONCO3
Papel;OPCT3;OPCT3
Cotação;5,35;OPCT3
Tipo;ON NM;OPCT3
Data últ cot;19/07/2023;OPCT3
Empresa;OCEANPACT ON NM;OPCT3
Min 52 sem;1,72;OPCT3
Setor;Petróleo, Gás e Biocombustíveis;OPCT3
Max 52 sem;5,42;OPCT3
Subsetor;Equipamentos e Serviços;OPCT3
Vol $ méd (2m);3.017.370;OPCT3
Valor de mercado;1.069.780.000;OPCT3
Últ balanço processado;31/03/2023;OPCT3
Valor da firma;2.093.860.000;OPCT3
Nro. Ações;199.960.000;OPCT3
Dia;1,29%;OPCT3
P/L;-11,98;OPCT3
LPA;-0,45;OPCT3
Mês;19,15%;OPCT3
P/VP;1,43;OPCT3
VPA;3,73;OPCT3
30 dias;34,09%;OPCT3
P/EBIT;9,73;OPCT3
Marg. Bruta;18,0%;OPCT3
12 meses;224,24%;OPCT3
PSR;0,85;OPCT3
Marg. EBIT;8,8%;OPCT3
2023;87,06%;OPCT3
P/Ativos;0,47;OPCT3
Marg. Líquida;7,1%;OPCT3
2022;-4,67%;OPCT3
P/Cap. Giro;6,33;OPCT3
EBIT / Ativo;4,9%;OPCT3
2021;-73,09%;OPCT3
P/Ativ Circ Liq;1,11;OPCT3
ROIC;5,4%;OPCT3
2020;0,00%;OPCT3
Div. Yield;0,0%;OPCT3
ROE;12,0%;OPCT3
2019;0,00%;OPCT3
EV / EBITDA;6,08;OPCT3
Liquidez Corr;0,77;OPCT3
2018;0,00%;OPCT3
EV / EBIT;19,04;OPCT3
Div Br/ Patrim;1,61;OPCT3
Cres. Rec (5a);42,9%;OPCT3
Giro Ativos;0,55;OPCT3
Ativo;2.262.320.000;OPCT3
Dív. Bruta;1.202.170.000;OPCT3
Disponibilidades;178.103.000;OPCT3
Dív. Líquida;1.024.070.000;OPCT3
Ativo Circulante;554.815.000;OPCT3
Patrim. Líq;746.698.000;OPCT3
Relatorio 12 meses Lucro Líquido;-89.316.000;OPCT3
Relatorio 3 meses Lucro Líquido;-5.546.000;OPCT3
Relatorio 12 meses EBIT;109.955.000;OPCT3
Relatorio 3 meses EBIT;43.645.000;OPCT3
Relatorio 12 meses Receita Líquida;1.251.780.000;OPCT3
Relatorio 3 meses Receita Líquida;334.799.000;OPCT3
Papel;ORVR3;ORVR3
Cotação;37,13;ORVR3
Tipo;ON NM;ORVR3
Data últ cot;19/07/2023;ORVR3
Empresa;ORIZON ON NM;ORVR3
Min 52 sem;26,65;ORVR3
Setor;Água e Saneamento;ORVR3
Max 52 sem;46,68;ORVR3
Subsetor;Água e Saneamento;ORVR3
Vol $ méd (2m);14.890.900;ORVR3
Valor de mercado;3.079.970.000;ORVR3
Últ balanço processado;31/03/2023;ORVR3
Valor da firma;3.980.500.000;ORVR3
Nro. Ações;82.950.900;ORVR3
Dia;0,85%;ORVR3
P/L;-17,71;ORVR3
LPA;-2,10;ORVR3
Mês;3,48%;ORVR3
P/VP;5,72;ORVR3
VPA;6,49;ORVR3
30 dias;-1,46%;ORVR3
P/EBIT;93,92;ORVR3
Marg. Bruta;27,4%;ORVR3
12 meses;46,12%;ORVR3
PSR;4,30;ORVR3
Marg. EBIT;4,6%;ORVR3
2023;9,63%;ORVR3
P/Ativos;1,51;ORVR3
Marg. Líquida;23,4%;ORVR3
2022;25,91%;ORVR3
P/Cap. Giro;12,43;ORVR3
EBIT / Ativo;1,6%;ORVR3
2021;22,27%;ORVR3
P/Ativ Circ Liq;3,28;ORVR3
ROIC;1,8%;ORVR3
2020;0,00%;ORVR3
Div. Yield;0,0%;ORVR3
ROE;32,3%;ORVR3
2019;0,00%;ORVR3
EV / EBITDA;18,27;ORVR3
Liquidez Corr;1,89;ORVR3
2018;0,00%;ORVR3
EV / EBIT;121,38;ORVR3
Div Br/ Patrim;1,89;ORVR3
Cres. Rec (5a);35,8%;ORVR3
Giro Ativos;0,35;ORVR3
Ativo;2.044.540.000;ORVR3
Dív. Bruta;1.018.520.000;ORVR3
Disponibilidades;117.986.000;ORVR3
Dív. Líquida;900.532.000;ORVR3
Ativo Circulante;525.180.000;ORVR3
Patrim. Líq;538.086.000;ORVR3
Relatorio 12 meses Lucro Líquido;-173.932.000;ORVR3
Relatorio 3 meses Lucro Líquido;-45.073.000;ORVR3
Relatorio 12 meses EBIT;32.794.000;ORVR3
Relatorio 3 meses EBIT;6.111.000;ORVR3
Relatorio 12 meses Receita Líquida;715.843.000;ORVR3
Relatorio 3 meses Receita Líquida;188.845.000;ORVR3
Papel;OSXB3;OSXB3
Cotação;4,62;OSXB3
Tipo;ON NM;OSXB3
Data últ cot;19/07/2023;OSXB3
Empresa;OSX BRASIL ON NM;OSXB3
Min 52 sem;4,00;OSXB3
Setor;Petróleo, Gás e Biocombustíveis;OSXB3
Max 52 sem;7,90;OSXB3
Subsetor;Equipamentos e Serviços;OSXB3
Vol $ méd (2m);88.945;OSXB3
Valor de mercado;14.543.800;OSXB3
Últ balanço processado;31/03/2023;OSXB3
Valor da firma;5.530.080.000;OSXB3
Nro. Ações;3.148.000;OSXB3
Dia;0,22%;OSXB3
P/L;-0,05;OSXB3
LPA;-91,67;OSXB3
Mês;-5,52%;OSXB3
P/VP;0,00;OSXB3
VPA;-1.849,10;OSXB3
30 dias;-12,33%;OSXB3
P/EBIT;0,74;OSXB3
Marg. Bruta;90,7%;OSXB3
12 meses;-9,06%;OSXB3
PSR;0,41;OSXB3
Marg. EBIT;54,9%;OSXB3
2023;-29,57%;OSXB3
P/Ativos;0,01;OSXB3
Marg. Líquida;993,5%;OSXB3
2022;-3,81%;OSXB3
P/Cap. Giro;0,02;OSXB3
EBIT / Ativo;-0,7%;OSXB3
2021;-66,37%;OSXB3
P/Ativ Circ Liq;0,00;OSXB3
ROIC;0,8%;OSXB3
2020;520,18%;OSXB3
Div. Yield;0,0%;OSXB3
ROE;5,0%;OSXB3
2019;-5,22%;OSXB3
EV / EBITDA;714,67;OSXB3
Liquidez Corr;0,03;OSXB3
2018;-54,61%;OSXB3
EV / EBIT;280,66;OSXB3
